Kurskod,Kursnamn,Poäng,Ämne
"ADIADM51","Administration 1","100","Administration"
"ADIADM52","Administration 2","100","Administration"
"ADIADM53","Administration 3","100","Administration"
"ADMADM00S","Administration – specialisering","100","Administration"
"ADMADM01","Administration 1","100","Administration"
"ADMADM02","Administration 2","100","Administration"
"ADMI1000X","Nivå 1","100","Administration"
"ADMI2000X","Nivå 2","100","Administration"
"ADMN1N0","Nivå 1","100","Administration"
"ADMN2N0","Nivå 2","100","Administration"
"ADMPER0","Personaladministration","100","Administration"
"ADMREC0","Receptions- och konferensservice","100","Administration"
"AFFA1000X","Nivå 1","100","Affärskommunikation"
"AFFAFÄ00S","Affärskommunikation","100","Affärskommunikation"
"AKRO1000X","Nivå 1","100","Akrobatik"
"AKRO2000X","Nivå 2","100","Akrobatik"
"AKRO3000X","Nivå 3","100","Akrobatik"
"AKTAKT0","Aktiviteter och upplevelser","100","Aktiviteter och värdskap"
"AKTBEO0","Besöksnäringen","100","Aktiviteter och värdskap"
"AKTGUI0","Guide och reseledare","100","Aktiviteter och värdskap"
"AKTI1000X","Nivå 1","100","Aktiviteter och upplevelser"
"AKTI2000X","Nivå 2","100","Aktiviteter och upplevelser"
"AKTTUR0","Turistbyråservice","100","Aktiviteter och värdskap"
"AKTV1000X","Nivå 1","100","Aktivitetsledarskap"
"AKTVAR0","Värdskap på resmålet","100","Aktiviteter och värdskap"
"AKUT1000X","Nivå 1","100","Akut omhändertagande"
"ALLM1000X","Nivå 1","100","Allmän järnvägsteknik"
"ANAANA01","Anläggningsförare 1","200","Anläggningsförare"
"ANAANA02","Anläggningsförare 2","200","Anläggningsförare"
"ANAANA03","Anläggningsförare 3","200","Anläggningsförare"
"ANAANA04","Anläggningsförare 4","200","Anläggningsförare"
"ANAANL0","Anläggningsförare – process","100","Anläggningsförare"
"ANAT1A10X","Nivå 1a1","50","Anatomi och fysiologi"
"ANAT1A20X","Nivå 1a2","50","Anatomi och fysiologi"
"ANAT1B00X","Nivå 1b","100","Anatomi och fysiologi"
"ANIA1N0","Nivå 1","100","Animation"
"ANIANI00S","Animation – specialisering","100","Animation"
"ANIANI01","Animation 1","100","Animation"
"ANIANI02","Animation 2","100","Animation"
"ANIM1000X","Nivå 1","100","Animation"
"ANIM2000X","Nivå 2","100","Animation"
"ANIM3000X","Nivå 3","100","Animation"
"ANLA1000X","Nivå 1","150","Anläggning"
"ANLA2000X","Nivå 2","150","Anläggning"
"ANLA3000X","Nivå 3","200","Anläggning"
"ANLANG0","Anläggning – stensättning","100","Anläggning"
"ANLANL0","Anläggning – gröna ytor","200","Anläggning"
"ANLANL01","Anläggning 1","100","Anläggning"
"ANLANL02","Anläggning 2","200","Anläggning"
"ANLANN0","Anläggning – vägbyggnad","100","Anläggning"
"ANLANS0","Anläggningsprocessen","200","Anläggning"
"ANLANÄ0","Anläggning – ledningsbyggnad","200","Anläggning"
"ANLG1000X","Nivå 1","150","Anläggningsförare"
"ANLG2000X","Nivå 2","150","Anläggningsförare"
"ANLN1000X","Nivå 1","100","Anläggningsmaskinsteknik"
"ANOANA01","Anatomi och fysiologi 1","50","Anatomi och fysiologi"
"ANOANA02","Anatomi och fysiologi 2","50","Anatomi och fysiologi"
"ARBT1N0","Nivå 1","100","Arbetslivets villkor"
"ARKARI0","Arkitektur – rum","100","Arkitektur"
"ARKARK0","Arkitektur – hus","100","Arkitektur"
"ARKI1000X","Nivå 1","100","Arkitektur"
"ARKI2000X","Nivå 2","100","Arkitektur"
"ARTART01","Artificiell intelligens 1","100","Artificiell intelligens"
"ARTART02","Artificiell intelligens 2","100","Artificiell intelligens"
"ARTI1000X","Nivå 1","100","Artificiell intelligens"
"ARTI2000X","Nivå 2","100","Artificiell intelligens"
"ATEV1N0","Nivå 1","100","Återvinning och återanvändning"
"ATEV2N0","Nivå 2","100","Återvinning och återanvändning"
"ATOATV0","ATV och motorcykel","200","ATV- och motorcykelteknik"
"ATVO1000X","Nivå 1","200","ATV- och motorcykelteknik"
"AUOALL0","Allmän automationsteknik","100","Automatiserade system"
"AUOAVH0","Avhjälpande och förebyggande underhåll","100","Automatiserade system"
"AUTA1000X","Nivå 1","100","Automatiserade system"
"AUTA2000X","Nivå 2","100","Automatiserade system"
"AUTM1000X","Nivå 1","100","Automationsteknik"
"AUTM2000X","Nivå 2","200","Automationsteknik"
"AUTM3000X","Nivå 3","200","Automationsteknik"
"AUTO1000X","Nivå 1","100","Automatiserade processer"
"AUTO2000X","Nivå 2","100","Automatiserade processer"
"AVEO100SX","Nivå 1","100","Avel och hästuppfödning"
"BACE100TX","Nivå 1","100","Backendutveckling"
"BACE200TX","Nivå 2","100","Backendutveckling"
"BAEBAG5","Bageri- och konditorikunskap","100","Bageri- och konditorikunskap"
"BAEBAG51","Bageri 1","100","Bageri- och konditorikunskap"
"BAEBAG52","Bageri 2","100","Bageri- och konditorikunskap"
"BAEKON51","Konditori 1","100","Bageri- och konditorikunskap"
"BAEKON52","Konditori 2","100","Bageri- och konditorikunskap"
"BAGBAG00S","Bageri – specialisering","100","Bageri- och konditorikunskap"
"BAGBAG01","Bageri 1","100","Bageri- och konditorikunskap"
"BAGBAG02","Bageri 2","200","Bageri- och konditorikunskap"
"BAGBAG03","Bageri 3","100","Bageri- och konditorikunskap"
"BAGBAG04","Bageri 4","100","Bageri- och konditorikunskap"
"BAGCHO0","Choklad och konfektyr","100","Bageri- och konditorikunskap"
"BAGI1000X","Nivå 1","100","Bageri"
"BAGI2000X","Nivå 2","200","Bageri"
"BAGI3000X","Nivå 3","200","Bageri"
"BAGI4000X","Nivå 4","100","Bageri"
"BAGKON00S","Konditori – specialisering","100","Bageri- och konditorikunskap"
"BAGKON01","Konditori 1","100","Bageri- och konditorikunskap"
"BAGKON02","Konditori 2","200","Bageri- och konditorikunskap"
"BAGKON03","Konditori 3","100","Bageri- och konditorikunskap"
"BAGKON04","Konditori 4","100","Bageri- och konditorikunskap"
"BAGR1N0","Nivå 1","100","Bageri och konditori"
"BAGR2N0","Nivå 2","100","Bageri och konditori"
"BAGR3N0","Nivå 3","200","Bageri och konditori"
"BANBAN0","Banskötsel för hästsport","100","Banskötsel för hästsport"
"BAND1000X","Nivå 1","200","Bandschaktare"
"BANK1000X","Nivå 1","100","Banskötsel för hästsport"
"BAOBAN0","Barn- och ungdomssjukvård","200","Barn- och ungdomsvård"
"BAOBAR0","Barn- och ungdomshälsa","100","Barn- och ungdomsvård"
"BARB1000X","Nivå 1","200","Barberare – fördjupning"
"BARB2000X","Nivå 2","200","Barberare – fördjupning"
"BARB3000X","Nivå 3","200","Barberare – fördjupning"
"BARB4000X","Nivå 4","100","Barberare – fördjupning"
"BARBAR51","Barnet i förskolan 1","100","Barnet i förskolan"
"BARBAR52","Barnet i förskolan 2","100","Barnet i förskolan"
"BARE1N0","Nivå 1","100","Barnet i förskolan"
"BARE2N0","Nivå 2","100","Barnet i förskolan"
"BARN1000X","Nivå 1","200","Barn- och ungdomsvård"
"BARR1000X","Nivå 1","200","Barberare – teknik"
"BARR2000X","Nivå 2","200","Barberare – teknik"
"BARSKA5","Skapande verksamhet i förskolan","100","Barnet i förskolan"
"BART1000X","Nivå 1","100","Barteknik och ansvarsfull alkoholservering"
"BATKUS0","Kustnavigation och säkerhet","100","Båtkunskap"
"BATSKA0","Skärgårdsnavigation","100","Båtkunskap"
"BELA1000X","Nivå 1","200","Beläggning"
"BELA2000X","Nivå 2","200","Beläggning"
"BELBEG0","Beläggningsmaskiner","100","Beläggning"
"BELBEL0","Beläggning","200","Beläggning"
"BELBEÄ0","Beläggningsarbeten","100","Beläggning"
"BERBEB0","Bergborrning","200","Berghantering"
"BERBEM0","Bergmaskiner","100","Berghantering"
"BERBEP0","Bergsprängning","200","Berghantering"
"BERBER0","Bergarbeten","200","Berghantering"
"BERG1000X","Nivå 1","200","Berghantering"
"BERG2000X","Nivå 2","200","Berghantering"
"BESO1000X","Nivå 1","100","Besöksnäringen"
"BETBET01","Betong 1 – lågform och platta på mark","100","Betong"
"BETBET02","Betong 2 – väggar och pelare","100","Betong"
"BETBET03","Betong 3 – bärlag","100","Betong"
"BETBET04","Betong 4 – golv","100","Betong"
"BETO1000X","Nivå 1","200","Betong"
"BETO2000X","Nivå 2","200","Betong"
"BETO3000X","Nivå 3","100","Betong"
"BEVA1000X","Nivå 1","100","Bevarandebiologi"
"BEVAKU0","Akut omhändertagande","100","Brand, bevakning och säkerhet"
"BEVBEV0","Bevakning och säkerhet","300","Brand, bevakning och säkerhet"
"BEVBRA0","Brand och räddning","200","Brand, bevakning och säkerhet"
"BEVK1000X","Nivå 1","200","Bevakning"
"BEVVAR0","Vardagsolyckor","100","Brand, bevakning och säkerhet"
"BIABIO5","Biologi – naturbruk","100","Biologi – naturbruk"
"BIADJU5","Djurens biologi","100","Biologi – naturbruk"
"BIAMAR5","Marken och växternas biologi","100","Biologi – naturbruk"
"BIBBIL51","Bild 1","100","Bild"
"BIBBIL52","Bild 2","100","Bild"
"BIBBIL53","Bild 3","100","Bild"
"BIDBIT0","Bildteori","100","Bildteori"
"BIGBEA0","Bevarandebiologi","100","Biologi – naturbruk"
"BIGBIG00S","Biologi – naturbruk – specialisering","100","Biologi – naturbruk"
"BIGDJE0","Djurens biologi","100","Biologi – naturbruk"
"BIGMAN0","Marken och växternas biologi","100","Biologi – naturbruk"
"BIIVAT01","Biologi i vattenmiljöer 1","100","Biologi i vattenmiljöer"
"BIIVAT02","Biologi i vattenmiljöer 2","100","Biologi i vattenmiljöer"
"BIIVAT03","Biologi i vattenmiljöer 3","100","Biologi i vattenmiljöer"
"BILA1N0","Nivå 1","100","Bild"
"BILA2N0","Nivå 2","100","Bild"
"BILA3N0","Nivå 3","100","Bild"
"BILBIL0","Bild","100","Bild"
"BILBIL00S","Bild och form – specialisering","100","Bild"
"BILBIL01a1","Bild och form 1a1","50","Bild"
"BILBIL01a2","Bild och form 1a2","50","Bild"
"BILBIL01b","Bild och form 1b","100","Bild"
"BILD1A10X","Nivå 1a1","50","Bild"
"BILD1A20X","Nivå 1a2","50","Bild"
"BILD1B00X","Nivå 1b","100","Bild"
"BILD2000X","Nivå 2","100","Bild"
"BILD3000X","Nivå 3","100","Bild"
"BILFOM0","Form","100","Bild"
"BILK1000X","Nivå 1","100","Bild – konstnärlig fördjupning"
"BILK2000X","Nivå 2","100","Bild – konstnärlig fördjupning"
"BILK3000X","Nivå 3","100","Bild – konstnärlig fördjupning"
"BILT1000X","Nivå 1","100","Bildteori"
"BILV1000X","Nivå 1","100","Bild och visualisering"
"BILV2000X","Nivå 2","100","Bild och visualisering"
"BIMA100TX","Nivå 1","100","BIM"
"BINBIO0","Biodling","100","Biodling"
"BIOBIO01","Biologi 1","100","Biologi"
"BIOBIO02","Biologi 2","100","Biologi"
"BIOBIT0","Bioteknik","100","Biologi"
"BIOD1000X","Nivå 1","100","Biodling"
"BIOE1000X","Nivå 1","100","Bioteknik"
"BIOG1000X","Nivå 1","100","Biologi"
"BIOG2000X","Nivå 2","100","Biologi"
"BIOL1000X","Nivå 1","100","Biologi i vattenmiljöer"
"BIOL2000X","Nivå 2","100","Biologi i vattenmiljöer"
"BIOL3000X","Nivå 3","100","Biologi i vattenmiljöer"
"BIOO1N0","Nivå 1","100","Biologi – naturbruk"
"BIOO2N0","Nivå 2","100","Biologi – naturbruk"
"BRAN1000X","Nivå 1","200","Brandskydd"
"BROD1000X","Nivå 1","100","Brödbaserade caféluncher"
"BRUK1000X","Nivå 1","100","Bruksspel och ackompanjemang"
"BUSBUS0","Bussteknik","100","Bussteknik"
"BUSS1000X","Nivå 1","100","Bussteknik"
"BYGA1000X","Nivå 1","100","Byggnadsverk"
"BYGA2000X","Nivå 2","100","Byggnadsverk"
"BYGBYG01","Bygg och anläggning 1","200","Bygg och anläggning"
"BYGBYG02","Bygg och anläggning 2","200","Bygg och anläggning"
"BYGG1000X","Nivå 1","100","Byggnadsunderhåll inom naturbruk"
"BYGK1N0","Nivå 1","200","Byggkunskap"
"BYGK2N0","Nivå 2","200","Byggkunskap"
"BYGN1000X","Nivå 1","200","Byggnadsplåtslageri"
"BYGN2000X","Nivå 2","200","Byggnadsplåtslageri"
"BYGN3000X","Nivå 3","200","Byggnadsplåtslageri"
"BYGN4000X","Nivå 4","100","Byggnadsplåtslageri"
"BYGO1000X","Nivå 1","200","Bygg och anläggning"
"BYGO2000X","Nivå 2","200","Bygg och anläggning"
"BYGP100TX","Nivå 1","100","Byggprocessen"
"BYGR100TX","Nivå 1","100","Byggproduktionsledning"
"BYGR200TX","Nivå 2","100","Byggproduktionsledning"
"BYOBYG51","Bygg och anläggning 1","100","Bygg och anläggning"
"BYOBYG52","Bygg och anläggning 2","100","Bygg och anläggning"
"BYOBYG53","Bygg och anläggning 3","100","Bygg och anläggning"
"BYPBYG0","Byggstyrning","100","Byggproduktionsledning"
"BYPPLA0","Planering före byggstart","100","Byggproduktionsledning"
"BYPRIT0","Rit- och mätningsteknik","100","Byggproduktionsledning"
"CADA1000X","Nivå 1","100","Cad"
"CADA2000X","Nivå 2","100","Cad"
"CADCAD00S","Cad – specialisering","100","Cad"
"CADCAD01","Cad 1","50","Cad"
"CADCAD02","Cad 2","50","Cad"
"CADCAD03","Cad 3","50","Cad"
"CAMA1000X","Nivå 1","100","Cam"
"CAMA2000X","Nivå 2","100","Cam"
"CHACHA00S","Charkuteri – specialisering","100","Charkuterikunskap"
"CHACHA01","Charkuteri 1","100","Charkuterikunskap"
"CHACHA02","Charkuteri 2","100","Charkuterikunskap"
"CHACHA03","Charkuteri 3","200","Charkuterikunskap"
"CHACHA04","Charkuteri 4","100","Charkuterikunskap"
"CHAK1000X","Nivå 1","100","Charkuteri"
"CHAK2000X","Nivå 2","200","Charkuteri"
"CHAK3000X","Nivå 3","200","Charkuteri"
"CHAK4000X","Nivå 4","200","Charkuteri"
"CHOK1000X","Nivå 1","100","Choklad och konfektyr"
"CIRAKR00S","Akrobatik","100","Cirkus"
"CIRCIR01S","Cirkus 1","100","Cirkus"
"CIRCIR02S","Cirkus 2","100","Cirkus"
"CIRK1000X","Nivå 1","100","Cirkus"
"CIRK2000X","Nivå 2","100","Cirkus"
"CIRK3000X","Nivå 3","100","Cirkus"
"CYKE1000X","Nivå 1","200","Cykelteknik"
"DAADAT3","Datalagring","100","Datalagring"
"DABDAN50S","Dans – specialområde","100","Dans"
"DABDAN51","Dans 1","100","Dans"
"DABDAN52","Dans 2","100","Dans"
"DACDAC01","Däckstjänst 1","300","Däckstjänst"
"DACDAC02","Däckstjänst 2","300","Däckstjänst"
"DACFAR0","Fartygsbefäl","100","Däckstjänst"
"DACRAD0","Radiokommunikation till sjöss","50","Däckstjänst"
"DACS1000X","Nivå 1","250","Däckstjänst"
"DACS2000X","Nivå 2","250","Däckstjänst"
"DAEDAT0","Dansteori","100","Dansteori"
"DAGDAN3","Dansimprovisation och komposition för yrkesdansare – profil modern nutida dans","100","Dansgestaltning för yrkesdansare"
"DAGDAS3","Dansimprovisation och komposition för yrkesdansare – profil klassisk balett","100","Dansgestaltning för yrkesdansare"
"DAGPAS3","Pas de deux/partnering","100","Dansgestaltning för yrkesdansare"
"DAGREP3","Repertoar för yrkesdansare","100","Dansgestaltning för yrkesdansare"
"DAGSCE3","Scenisk verksamhet för yrkesdansare","100","Dansgestaltning för yrkesdansare"
"DAIMON01","Datoriserad mönsterhantering 1","100","Datoriserad mönsterhantering"
"DAIMON02","Datoriserad mönsterhantering 2","100","Datoriserad mönsterhantering"
"DAKDAN3","Dansteknik – breddning","100","Dansteknik för yrkesdansare"
"DAKDAS3","Dansträning för yrkesdansare","100","Dansteknik för yrkesdansare"
"DAKKLA31a","Klassisk balett 1a","200","Dansteknik för yrkesdansare"
"DAKKLA31b","Klassisk balett 1b","200","Dansteknik för yrkesdansare"
"DAKKLA32","Klassisk balett 2","200","Dansteknik för yrkesdansare"
"DAKKLA33","Klassisk balett 3","200","Dansteknik för yrkesdansare"
"DAKMOD31a","Modern nutida dans 1a","200","Dansteknik för yrkesdansare"
"DAKMOD31b","Modern nutida dans 1b","200","Dansteknik för yrkesdansare"
"DAKMOD32","Modern nutida dans 2","200","Dansteknik för yrkesdansare"
"DAKMOD33","Modern nutida dans 3","200","Dansteknik för yrkesdansare"
"DANA1N0","Nivå 1","100","Dans"
"DANA2N0","Nivå 2","100","Dans"
"DANDAI0","Dansimprovisation och komposition","100","Dansgestaltning"
"DANDAN01","Dansgestaltning 1","100","Dansgestaltning"
"DANDAN02","Dansgestaltning 2","100","Dansgestaltning"
"DANDAS0","Dansimprovisation","100","Dansgestaltning"
"DANE1000X","Nivå 1","100","Dansteknik"
"DANE2000X","Nivå 2","100","Dansteknik"
"DANE3000X","Nivå 3","100","Dansteknik"
"DANE4000X","Nivå 4","100","Dansteknik"
"DANG1000X","Nivå 1","100","Dansgestaltning"
"DANG2000X","Nivå 2","100","Dansgestaltning"
"DANG3000X","Nivå 3","100","Dansgestaltning"
"DANI100DX","Nivå 1","100","Dansimprovisation och komposition"
"DANK1000X","Nivå 1","100","Dans – konstnärlig fördjupning"
"DANK2000X","Nivå 2","100","Dans – konstnärlig fördjupning"
"DANKOO0","Koreografi","100","Dansgestaltning"
"DANN100DX","Nivå 1","100","Dansteknisk breddning"
"DANREE0","Repertoar","100","Dansgestaltning"
"DANS1000X","Nivå 1","100","Dansorientering"
"DANT1000X","Nivå 1","100","Dansteori"
"DAODAC0","Dator- och nätverksteknik","100","Dator- och kommunikationsteknik"
"DAODAT0","Datorsamordning och support","100","Dator- och kommunikationsteknik"
"DAODAT01a","Datorteknik 1a","100","Dator- och kommunikationsteknik"
"DAODAT01b","Datorteknik 1b","100","Dator- och kommunikationsteknik"
"DAODIG0","Digital kommunikationsteknik","100","Dator- och kommunikationsteknik"
"DAOINU0","Industriell informationsteknik","100","Dator- och kommunikationsteknik"
"DAOMUL0","Multimediasystem","100","Dator- och kommunikationsteknik"
"DARCAD0","Cad/cam","100","Datorstyrd produktion"
"DARDAT01S","Datorstyrd produktion 1","100","Datorstyrd produktion"
"DARDAT02","Datorstyrd produktion 2","100","Datorstyrd produktion"
"DARDAT03","Datorstyrd produktion 3","100","Datorstyrd produktion"
"DARDAT04","Datorstyrd produktion 4","100","Datorstyrd produktion"
"DARDAT05","Datorstyrd produktion 5","100","Datorstyrd produktion"
"DARDAT06","Datorstyrd produktion 6","100","Datorstyrd produktion"
"DASDAO0","Dansorientering","100","Dansorientering"
"DATDAN00S","Dansteknik – specialisering","100","Dansteknik"
"DATDAR0","Dansträning","100","Dansteknik"
"DATDAS01S","Dansteknik 1","100","Dansteknik"
"DATDAS02S","Dansteknik 2","100","Dansteknik"
"DATDAS03S","Dansteknik 3","100","Dansteknik"
"DATDAS04S","Dansteknik 4","100","Dansteknik"
"DATL100TX","Nivå 1","100","Datalagring"
"DATL200TX","Nivå 2","100","Datalagring"
"DATO1000X","Nivå 1","100","Datorstyrd produktion"
"DATO2000X","Nivå 2","100","Datorstyrd produktion"
"DATO3000X","Nivå 3","100","Datorstyrd produktion"
"DATO4000X","Nivå 4","100","Datorstyrd produktion"
"DATR1000X","Nivå 1","100","Dator- och kommunikationsteknik"
"DATR2000X","Nivå 2","150","Dator- och kommunikationsteknik"
"DATR3000X","Nivå 3","150","Dator- och kommunikationsteknik"
"DAYPRO0","Programmerbara datorsystem – spårfordon","200","Datorsystem – spårfordon"
"DENU100SX","Nivå 1","100","Den unga hästens utveckling"
"DENU200SX","Nivå 2","100","Den unga hästens utveckling"
"DESDES0","Designmodeller","100","Design"
"DESDES01","Design 1","100","Design"
"DESDES02","Design 2","100","Design"
"DESI1000X","Nivå 1","100","Design"
"DESI2000X","Nivå 2","100","Design"
"DESI3000X","Nivå 3","100","Design"
"DIGA1000X","Nivå 1","100","Digitalt skapande"
"DIGA2000X","Nivå 2","100","Digitalt skapande"
"DIGD100TX","Nivå 1","100","Digital design"
"DIGD200TX","Nivå 2","100","Digital design"
"DIGDIG01","Digitalt skapande 1","100","Digitalt skapande"
"DIGDIG02","Digitalt skapande 2","100","Digitalt skapande"
"DIGI1000X","Nivå 1","100","Digital mönsterhantering"
"DIGI2000X","Nivå 2","100","Digital mönsterhantering"
"DIGL1N0","Nivå 1","100","Digital kompetens"
"DIGT1N0","Nivå 1","100","Digitalt skapande"
"DIIDIG5","Digitalt skapande","100","Digitalt skapande"
"DIST1000X","Nivå 1","100","Distribuerade styrsystem"
"DIST2000X","Nivå 2","100","Distribuerade styrsystem"
"DJFDJU0","Djur för forskningsändamål","200","Djur för forskningsändamål"
"DJPDJU01","Djurparksdjur 1","100","Djurparksdjur"
"DJPDJU02","Djurparksdjur 2","100","Djurparksdjur"
"DJRDJU01","Djurvård inom djurens hälso- och sjukvård 1","100","Djurvård inom djurens hälso- och sjukvård"
"DJRDJU02","Djurvård inom djurens hälso- och sjukvård 2","200","Djurvård inom djurens hälso- och sjukvård"
"DJUA1000X","Nivå 1","100","Djurhållning – lantbruksdjur"
"DJUDJH0","Djurhållning","100","Djur"
"DJUDJI0","Djur i zoohandel","200","Djur"
"DJUDJR0","Djuren i naturbruket","100","Djur"
"DJUDJU00S","Djur – specialisering","100","Djur"
"DJUH1000X","Nivå 1","100","Djurhållning – häst"
"DJUI1000X","Nivå 1","200","Djur i zoohandel"
"DJUL1000X","Nivå 1","100","Djurhållning – sällskapsdjur"
"DJUP1000X","Nivå 1","100","Djurparksdjur"
"DJUP2000X","Nivå 2","100","Djurparksdjur"
"DJUR1000X","Nivå 1","200","Djur för forskningsändamål"
"DJUSÄL01","Sällskapsdjur 1","100","Djur"
"DJUSÄL02","Sällskapsdjur 2","100","Djur"
"DJUT1000X","Nivå 1","100","Djurtransporter"
"DJUV1000X","Nivå 1","100","Djurvård inom djurens hälso- och sjukvård"
"DJUV2000X","Nivå 2","200","Djurvård inom djurens hälso- och sjukvård"
"DJUV3000X","Nivå 3","200","Djurvård inom djurens hälso- och sjukvård"
"DRIAVH01","Avhjälpande underhåll 1","100","Driftsäkerhet och underhåll"
"DRIAVH02","Avhjälpande underhåll 2","100","Driftsäkerhet och underhåll"
"DRIF1000X","Nivå 1","100","Driftsäkerhet"
"DRIF2000X","Nivå 2","100","Driftsäkerhet"
"DRIT1000X","Nivå 1","100","Driftteknik"
"DRIT2000X","Nivå 2","100","Driftteknik"
"DRIUND0","Underhåll – driftsäkerhet","100","Driftsäkerhet och underhåll"
"DRIUNE0","Underhåll – elteknik","100","Driftsäkerhet och underhåll"
"DRIUNH0","Underhåll – hydraulik och pneumatik","100","Driftsäkerhet och underhåll"
"DRIUNL0","Underhåll – mekatronik","100","Driftsäkerhet och underhåll"
"DRIUNO0","Underhåll – produktionsmekanik","100","Driftsäkerhet och underhåll"
"DRIUNP0","Underhåll – pneumatik","100","Driftsäkerhet och underhåll"
"DRIUNR0","Underhåll – hydraulik","100","Driftsäkerhet och underhåll"
"DRIUNT0","Underhåll – transmissioner och uppriktning","100","Driftsäkerhet och underhåll"
"DRIUNU0","Underhåll – pumpteknik","100","Driftsäkerhet och underhåll"
"DRIUNV0","Underhåll – vibrationsteknik","100","Driftsäkerhet och underhåll"
"DRIUNÅ0","Underhåll – lager och smörjteknik","100","Driftsäkerhet och underhåll"
"DRYBAT0","Barteknik","100","Dryckeskunskap"
"DRYDRC0","Drycker och ansvarsfull alkoholservering","100","Dryckeskunskap"
"DRYDRY0","Drycker","100","Dryckeskunskap"
"DRYDRY00S","Drycker – specialisering","100","Dryckeskunskap"
"EKOL1000X","Nivå 1","100","Ekologi i naturbruksmiljöer"
"ELADIG0","Digitalteknik och flyginstrument","100","Ellära och digitalteknik – flyg"
"ELAELL0","Ellära – flyg","100","Ellära och digitalteknik – flyg"
"ELCELO01","El- och hybridfordon 1","100","El- och hybridfordonsteknik"
"ELCELO02","El- och hybridfordon 2","100","El- och hybridfordonsteknik"
"ELDBEY0","Belysningsnät","100","Eldistributionsteknik"
"ELDHÖG0","Högspänningsnät","100","Eldistributionsteknik"
"ELDI1000X","Nivå 1","250","Eldistributionsteknik"
"ELDI2000X","Nivå 2","250","Eldistributionsteknik"
"ELDI3000X","Nivå 3","100","Eldistributionsteknik"
"ELDLÅS0","Lågspänningsnät","100","Eldistributionsteknik"
"ELDNÄD0","Nätunderhållsarbete på luftledningsnät 0,4–24kV","100","Eldistributionsteknik"
"ELDNÄN0","Nätunderhållsarbete i vindkraftnät","100","Eldistributionsteknik"
"ELDNÄT0","Nät- och transformatorstationer","100","Eldistributionsteknik"
"ELDNÄU0","Nätunderhållsarbete i stadsnät","100","Eldistributionsteknik"
"ELEELR0","Elektronik och mikrodatorteknik","100","Elektronik"
"ELEK1000X","Nivå 1","100","Elektriska kretsar"
"ELELÅG0","Låg- och högfrekvenskretsar","100","Elektronik"
"ELEMIK0","Mikrodatortillämpningar","100","Elektronik"
"ELER1000X","Nivå 1","100","Elektronik"
"ELER2000X","Nivå 2","100","Elektronik"
"ELET1000X","Nivå 1","100","Elektronikproduktion"
"ELET2000X","Nivå 2","100","Elektronikproduktion"
"ELFELK0","Elkraft och traktion – spårfordon","150","Elkraft och traktion – spårfordon"
"ELIELD0","Elmotordrivsystem","100","Elmotordrivsystem"
"ELKELO0","Elektronikproduktionsteknik","100","Elektronikproduktion"
"ELKPRV0","Provning och kontrollarbete","100","Elektronikproduktion"
"ELLA1000X","Nivå 1","100","Ellära"
"ELLELL01","Ellära 1","100","Ellära"
"ELLELL02","Ellära 2","100","Ellära"
"ELLPRA0","Praktisk ellära","100","Ellära"
"ELMA1000X","Nivå 1","100","Elmätteknik"
"ELMELM0","Elementmontering","100","Elementmontering"
"ELMO1000X","Nivå 1","100","Elmotordrivsystem"
"ELNELE0","Elektronik – spårfordon","100","Elektronik – spårfordon"
"ELOBID0","Bild- och ljudanläggningar","100","Elektroniksystem – installation och underhåll"
"ELOKOT0","Kontorstekniksystem","100","Elektroniksystem – installation och underhåll"
"ELOTRL0","Trådlösa radiosystem","100","Elektroniksystem – installation och underhåll"
"ELRANT0","Antenn- och kabel-TV-teknik","100","Elektroteknik"
"ELRDAA0","Data- och medianät","100","Elektroteknik"
"ELRELF0","Elkraftteknik","100","Elektroteknik"
"ELRELK0","Elektromekanik","100","Elektroteknik"
"ELTE1000X","Nivå 1","100","Elteknik"
"ELTK1000X","Nivå 1","200","Elteknik – järnväg"
"ELÄELM01","Elmätteknik 1","100","Elmätteknik"
"ELÄELM02","Elmätteknik 2","100","Elmätteknik"
"ENEENE01","Energiteknik 1","100","Energiteknik"
"ENEENE02","Energiteknik 2","100","Energiteknik"
"ENEFÖR0","Förnybar energi","100","Energiteknik"
"ENER1000X","Nivå 1","100","Energiteknik"
"ENER2000X","Nivå 2","100","Energiteknik"
"ENER3000X","Nivå 3","100","Energiteknik"
"ENEVAE0","Vatten- och processkemi","100","Energiteknik"
"ENGD1000X","Nivå 1","100","Engelska för döva"
"ENGD2000X","Nivå 2","100","Engelska för döva"
"ENGD3000X","Nivå 3","100","Engelska för döva"
"ENGE1000X","Nivå 1","100","Engelska"
"ENGE2000X","Nivå 2","100","Engelska"
"ENGE3000X","Nivå 3","100","Engelska"
"ENGENG05","Engelska 5","100","Engelska"
"ENGENG06","Engelska 6","100","Engelska"
"ENGENG07","Engelska 7","100","Engelska"
"ENGL1N0","Nivå 1","100","Engelska"
"ENGL2N0","Nivå 2","100","Engelska"
"ENGL3N0","Nivå 3","100","Engelska"
"ENLENE05","Engelska för döva 5","100","Engelska för döva"
"ENLENE06","Engelska för döva 6","100","Engelska för döva"
"ENLENE07","Engelska för döva 7","100","Engelska för döva"
"ENRENT5","Entreprenörskap","100","Entreprenörskap"
"ENSE1000X","Nivå 1","100","Ensemble"
"ENSE2000X","Nivå 2","100","Ensemble"
